Time (s),Temperature (°C),Error,PI Output,P Component,I Component,D Component
741.4301314353943,32.8125,1.1875,62.97829215134999,5.498125,57.99404998948905,-0.5138828381390644
744.2461740970612,32.875,1.125,62.73784790193532,5.20875,58.04289468215096,-0.51379678021564
747.062600851059,32.8125,1.1875,64.1063166024219,5.498125,58.09445945545905,0.5137321469628461
749.8785569667816,32.8125,1.1875,63.644141227451506,5.498125,58.146016227451504,0.0
752.6945807933807,32.8125,1.1875,63.69569901215821,5.498125,58.197574012158206,0.0
755.5105798244476,32.8125,1.1875,63.7472564476531,5.498125,58.2491314476531,0.0
758.3265867233276,32.875,1.125,62.9929218812097,5.20875,58.29797549105673,-0.5138036098470323
761.1421406269073,32.875,1.125,63.55556203697466,5.20875,58.34681203697466,0.0
763.9581730365753,33.0,1.0,61.992632626093716,4.63,58.390229405554216,-1.0275967794605054
766.7746503353119,32.9375,1.0625,63.869463875921305,4.919375,58.43636725315711,0.5137216227641941
769.59055519104,33.0,1.0,62.59595910433279,4.63,58.479782508086224,-0.5138234037534318
772.4061377048492,33.0,1.0,63.15319322326178,4.63,58.52319322326178,0.0
775.222174167633,33.0625,0.9375,62.39072417993474,4.340625,58.56389704765915,-0.5137978677244085
778.0385897159576,33.0,1.0,63.75105407267002,4.63,58.607319838211566,0.513734234458453
780.8546938896179,33.0625,0.9375,62.474863094644064,4.340625,58.64802456550526,-0.5137864708611976
783.6701412200928,33.0625,0.9375,63.02934521558929,4.340625,58.688720215589285,0.0
786.4865779876709,33.0625,0.9375,63.0700544608108,4.340625,58.7294294608108,0.0
789.3025860786438,33.0625,0.9375,63.11075783376,4.340625,58.770132833759995,0.0
792.1186065673828,33.0625,0.9375,63.15146134455596,4.340625,58.81083634455596,0.0
794.9347565174103,33.125,0.875,62.38630183688274,4.05125,58.848828172790334,-0.5137763359075909
797.75017619133,33.1875,0.8125,62.13206515397969,3.761875,58.88409731806129,-0.5139071640816057
800.5661277770996,33.1875,0.8125,62.68124784288068,3.761875,58.919372842880676,0.0
803.3825860023499,33.125,0.875,63.522344327017215,4.05125,58.95736839895115,0.5137259280660703
806.1981840133667,33.25,0.75,61.43467943232399,3.4725,58.98992665864458,-1.0277472263205885
809.0141322612762,33.1875,0.8125,63.30089205614102,3.761875,59.02520213567708,0.5138149204639464
811.8305466175079,33.1875,0.8125,62.8223582605214,3.761875,59.0604832605214,0.0
